questionId,subject,section,topicGroup,atomicTopic,atomicTopicZh,contentDomain,topicWeight,officialSkill,skillWeight,questionType,passageId,passageTitle,passageType,passageText,passageWordCount,questionText,choice1,choice2,choice3,choice4,answer,answerChoicePosition,answerExplanation,scoringRubric,difficulty,estimatedTimeSeconds,pictureKey,audioKey,assetRequirement,sourceOutlineUrl,officialReferenceUrl,courseReferenceUrl,frameworkVersion,authoringNote,maximumRawPoints,reviewStatus,itemOrigin
APCBC-020-22,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Multiple Choice,APCBC-020-22-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 22,Contextual model,"Original mathematical practice record APCBC-020-22. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 6. One output is 7, a reported rate is 5.9, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which relationship connects the verbal and symbolic information in “AP Calculus BC — Optimization and Curve Analysis — Practice Record 22”?,"Taylor and Maclaurin Series: Taylor coefficients are derivatives evaluated at the center divided by factorials, and Maclaurin series are centered at zero.","Optimization and Curve Analysis: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis.","Differentiability and Continuity: Differentiability implies continuity, but corners, cusps, vertical tangents, discontinuities, and unequal one-sided derivatives can prevent differentiability.","Interpreting Derivatives in Context: A contextual derivative must identify the rate, input, units, and meaning at the specified instant rather than report only a number.",B,2,"Choice B is best because Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,85,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-020-23,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Multiple Choice,APCBC-020-23-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 23,Student solution,"Original mathematical practice record APCBC-020-23. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 9. One output is 12, a reported rate is 6.6, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which reasoning best supports the conclusion in “AP Calculus BC — Optimization and Curve Analysis — Practice Record 23”?,"Power Series Intervals and Error: A power series has a radius and endpoint-dependent interval of convergence, while Taylor remainder bounds quantify approximation error.","Basic Derivative Rules: Constant, power, sum, product, and quotient rules determine derivatives efficiently while preserving the structure of the original function.","Optimization and Curve Analysis: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis.","Related Rates: Related-rates problems differentiate a constraint connecting changing quantities, then substitute simultaneous values and known rates.",C,3,"Choice C is best because Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,95,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-020-24,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Communicate Results and Solutions,"FRQ only, 10%–25%",Multiple Choice,APCBC-020-24-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 24,Calculator-output description,"Original mathematical practice record APCBC-020-24. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 3. One output is 17, a reported rate is 7.3, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which written response is mathematically precise in “AP Calculus BC — Optimization and Curve Analysis — Practice Record 24”?,Limits from Tables and Graphs: A limit describes the value approached by a function and can be estimated from values or graph behavior on both sides of the input.,"Higher-Order Derivatives: Successive derivatives describe changing rates, such as velocity from position and acceleration from velocity, with units changing at each differentiation.","Particle Motion: Position, velocity, speed, and acceleration are connected through derivatives, and direction changes occur when velocity changes sign.","Optimization and Curve Analysis: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis.",D,4,"Choice D is best because Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Hard,110,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-020-25,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Calculator Free Response,APCBC-020-25-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 25,Analytical representation,"Original mathematical practice record APCBC-020-25. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 6. One output is 5, a reported rate is 8, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Optimization and Curve Analysis — Practice Record 25,” determine and justify Optimization and Curve Analysis. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Optimization and Curve Analysis, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Medium,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-020-26,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Noncalculator Free Response,APCBC-020-26-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 26,Table description,"Original mathematical practice record APCBC-020-26. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 9. One output is 10, a reported rate is 2.6, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Optimization and Curve Analysis — Practice Record 26,” construct and explain Optimization and Curve Analysis. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Optimization and Curve Analysis, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Medium,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-020-27,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Parametric/Polar FRQ,APCBC-020-27-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 27,Graph description,"Original mathematical practice record APCBC-020-27. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 3. One output is 15, a reported rate is 3.3, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Optimization and Curve Analysis — Practice Record 27,” analyze and interpret Optimization and Curve Analysis. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Optimization and Curve Analysis, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Hard,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-020-28,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Series FRQ,APCBC-020-28-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 28,Contextual model,"Original mathematical practice record APCBC-020-28. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 6. One output is 20, a reported rate is 4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Optimization and Curve Analysis — Practice Record 28,” compare two valid approaches to Optimization and Curve Analysis. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Optimization and Curve Analysis, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Hard,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-020-29,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Justification FRQ,APCBC-020-29-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 29,Student solution,"Original mathematical practice record APCBC-020-29. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 9. One output is 8, a reported rate is 4.7, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Optimization and Curve Analysis — Practice Record 29,” identify a limitation and correct Optimization and Curve Analysis. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Optimization and Curve Analysis, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Hard,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-020-30,AP Calculus BC,AP Math and Computer Science,Unit 5: Analytical Applications of Differentiation,Optimization and Curve Analysis,优化与曲线分析,Calculus BC,10%–15%,Communicate Results and Solutions,"FRQ only, 10%–25%",Accumulation FRQ,APCBC-020-30-SRC,AP Calculus BC — Optimization and Curve Analysis — Practice Record 30,Calculator-output description,"Original mathematical practice record APCBC-020-30. A function-based model involving Optimization and Curve Analysis is represented analytically and by a table near input x = 3. One output is 13, a reported rate is 5.4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Optimization and Curve Analysis — Practice Record 30,” develop a complete response involving Optimization and Curve Analysis. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Optimization and Curve Analysis, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Hard,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-021-01,AP Calculus BC,AP Math and Computer Science,Unit 6: Integration and Accumulation of Change,Riemann Sums,黎曼和,Calculus BC,15%–20%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Multiple Choice,APCBC-021-01-SRC,AP Calculus BC — Riemann Sums — Practice Record 01,Analytical representation,"Original mathematical practice record APCBC-021-01. A function-based model involving Riemann Sums is represented analytically and by a table near input x = 5. One output is 17, a reported rate is 3.4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which procedure or value is mathematically consistent in “AP Calculus BC — Riemann Sums — Practice Record 01”?,"Riemann Sums: Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths.","Separable Differential Equations: A separable equation can be rearranged into single-variable factors, integrated, and combined with an initial condition to determine a particular solution.","Disk and Washer Volumes: Rotation about an axis produces disk or washer area based on squared radii, which must be expressed as distances from the axis of rotation.",Sequence Limits: A sequence converges when its terms approach a finite value and diverges when no such limit exists.,A,1,"Choice A is best because Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Easy,70,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-021-02,AP Calculus BC,AP Math and Computer Science,Unit 6: Integration and Accumulation of Change,Riemann Sums,黎曼和,Calculus BC,15%–20%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Multiple Choice,APCBC-021-02-SRC,AP Calculus BC — Riemann Sums — Practice Record 02,Table description,"Original mathematical practice record APCBC-021-02. A function-based model involving Riemann Sums is represented analytically and by a table near input x = 8. One output is 5, a reported rate is 4.1, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which relationship connects the verbal and symbolic information in “AP Calculus BC — Riemann Sums — Practice Record 02”?,"Initial Conditions and Euler's Method: An initial condition selects one solution from a family, and Euler's method advances by repeatedly using slope times step size.","Riemann Sums: Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths.","Parametric Derivatives: For a parametric curve, dy/dx is the quotient of derivatives with respect to the parameter when dx/dt is nonzero.","Geometric and Telescoping Series: A geometric series converges for common-ratio magnitude below one, while telescoping series simplify through cancellation of partial sums.",B,2,"Choice B is best because Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,85,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-021-03,AP Calculus BC,AP Math and Computer Science,Unit 6: Integration and Accumulation of Change,Riemann Sums,黎曼和,Calculus BC,15%–20%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Multiple Choice,APCBC-021-03-SRC,AP Calculus BC — Riemann Sums — Practice Record 03,Graph description,"Original mathematical practice record APCBC-021-03. A function-based model involving Riemann Sums is represented analytically and by a table near input x = 2. One output is 10, a reported rate is 4.8, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which reasoning best supports the conclusion in “AP Calculus BC — Riemann Sums — Practice Record 03”?,"Exponential Growth and Decay: When a rate of change is proportional to the current amount, the solution is exponential and its constant is determined by contextual data.",Second Derivatives of Parametric Curves: A parametric second derivative differentiates dy/dx with respect to the parameter and divides by dx/dt again.,"Riemann Sums: Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths.","Integral and p-Series Tests: Positive decreasing terms may be compared with an improper integral, and a p-series converges exactly when its exponent exceeds one.",C,3,"Choice C is best because Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,95,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-021-04,AP Calculus BC,AP Math and Computer Science,Unit 6: Integration and Accumulation of Change,Riemann Sums,黎曼和,Calculus BC,15%–20%,Communicate Results and Solutions,"FRQ only, 10%–25%",Multiple Choice,APCBC-021-04-SRC,AP Calculus BC — Riemann Sums — Practice Record 04,Contextual model,"Original mathematical practice record APCBC-021-04. A function-based model involving Riemann Sums is represented analytically and by a table near input x = 5. One output is 15, a reported rate is 5.5, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which written response is mathematically precise in “AP Calculus BC — Riemann Sums — Practice Record 04”?,"Logistic Differential Equations: Logistic growth includes a carrying capacity, has maximum growth at half that capacity, and approaches equilibrium rather than increasing without bound.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.",Comparison and Limit Comparison Tests: Positive-term series can inherit convergence or divergence from a benchmark through inequalities or a finite positive ratio limit.,"Riemann Sums: Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths.",D,4,"Choice D is best because Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Hard,110,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-021-05,AP Calculus BC,AP Math and Computer Science,Unit 6: Integration and Accumulation of Change,Riemann Sums,黎曼和,Calculus BC,15%–20%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Multiple Choice,APCBC-021-05-SRC,AP Calculus BC — Riemann Sums — Practice Record 05,Student solution,"Original mathematical practice record APCBC-021-05. A function-based model involving Riemann Sums is represented analytically and by a table near input x = 8. One output is 20, a reported rate is 6.2, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which procedure or value is mathematically consistent in “AP Calculus BC — Riemann Sums — Practice Record 05”?,"Riemann Sums: Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths.","Average Value and Net Change: The average value of a function divides its integral by interval length, while net change integrates a rate with signs preserved.","Arc Length of Parametric and Vector Curves: Arc length accumulates speed, using the square root of the sum of squared component derivatives.","Alternating Series and Error: An alternating series converges when magnitudes decrease to zero, and its truncation error is bounded by the first omitted magnitude.",A,1,"Choice A is best because Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Easy,70,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-021-06,AP Calculus BC,AP Math and Computer Science,Unit 6: Integration and Accumulation of Change,Riemann Sums,黎曼和,Calculus BC,15%–20%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Multiple Choice,APCBC-021-06-SRC,AP Calculus BC — Riemann Sums — Practice Record 06,Calculator-output description,"Original mathematical practice record APCBC-021-06. A function-based model involving Riemann Sums is represented analytically and by a table near input x = 2. One output is 8, a reported rate is 6.9, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which relationship connects the verbal and symbolic information in “AP Calculus BC — Riemann Sums — Practice Record 06”?,Area Between Curves: Area between curves integrates top minus bottom or right minus left after locating relevant intersections and interval changes.,"Riemann Sums: Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths.","Polar Coordinates and Derivatives: Polar points use radius and angle, and polar slope follows from parametric differentiation of x=r cos theta and y=r sin theta.","Ratio and Root Tests: Ratio and root limits below one imply absolute convergence and above one imply divergence, while a limit of one is inconclusive.",B,2,"Choice B is best because Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,85,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
