id,section,reporting_category,content_domain,topic_group,atomic_topic_zh,atomic_topic_en,title,strategy_name,video_url,cover_url
APMCS-APCB-030,AP Calculus BC,Translate Representations,Calculus BC,Unit 7: Differential Equations,指数增长与衰减,Exponential Growth and Decay,Link Rate to Amount to Predict Exponential Output,Rate-to-amount link,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-030/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-030/cover.png
APMCS-APCB-031,AP Calculus BC,Justify Reasoning and Solutions,Calculus BC,Unit 7: Differential Equations,逻辑斯蒂微分方程,Logistic Differential Equations,Solve Logistic Model and Rate via Half Capacity,Half-capacity check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-031/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-031/cover.png
APMCS-APCB-032,AP Calculus BC,Communicate Results and Solutions,Calculus BC,Unit 8: Applications of Integration,平均值与净变化,Average Value and Net Change,Integrate to Compute Average Value and Net Change,Integrate then divide,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-032/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-032/cover.png
APMCS-APCB-033,AP Calculus BC,Determine Expressions and Values,Calculus BC,Unit 8: Applications of Integration,曲线间面积,Area Between Curves,Locate Intersections and Integrate Top Minus Bottom,Intersect-Top-Integrate,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-033/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-033/cover.png
APMCS-APCB-034,AP Calculus BC,Translate Representations,Calculus BC,Unit 8: Applications of Integration,截面体积,Volumes with Cross Sections,Slice Equilateral Cross Sections to Integrate Volume,Slice-and-integrate Triangles,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-034/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-034/cover.png
APMCS-APCB-035,AP Calculus BC,Justify Reasoning and Solutions,Calculus BC,Unit 8: Applications of Integration,圆盘与垫片体积,Disk and Washer Volumes,Square Radii to Compute Washer Volume,Square the radii,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-035/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-035/cover.png
APMCS-APCB-036,AP Calculus BC,Communicate Results and Solutions,Calculus BC,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",参数方程求导,Parametric derivatives dy/dx,Differentiate Parametric Components to Compute dy/dx,Quotient-of-derivatives,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-036/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-036/cover.png
APMCS-APCB-037,AP Calculus BC,Determine Expressions and Values,Calculus BC,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",参数曲线二阶导数,Second derivatives of parametric curves,Differentiate Parametric Slope to Find Second Derivative,Differentiate then divide,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-037/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-037/cover.png
APMCS-APCB-038,AP Calculus BC,Translate Representations,Calculus BC,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",向量值运动,Vector-Valued Motion,Differentiate Position to Find Speed Magnitude and Acceleration,Differentiate-then-magnitude,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-038/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-038/cover.png
APMCS-APCB-039,AP Calculus BC,Justify Reasoning and Solutions,Calculus BC,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",参数与向量曲线弧长,Arc length of parametric and vector curves,Form Speed and Integrate Arc Length,Speed-Integral-Units,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-039/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-039/cover.png
APMCS-APCB-040,AP Calculus BC,Communicate Results and Solutions,Calculus BC,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",极坐标与导数,Polar Coordinates and Derivatives,Differentiate Polar Parametrics to Write Tangent Line,Polar slope pipeline,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-040/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-040/cover.png
APMCS-APCB-041,AP Calculus BC,Determine Expressions and Values,Calculus BC,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",极坐标面积,Polar area between curves,Integrate Outer Squared Minus Inner Squared for Area,Square-then-half,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-041/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-041/cover.png
APMCS-APCB-042,AP Calculus BC,Translate Representations,Calculus BC,Unit 10: Infinite Sequences and Series,数列极限,Sequence Limits,Factor Leading Powers to Determine Sequence Limit,Leading-terms ratio,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-042/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-042/cover.png
APMCS-APCB-043,AP Calculus BC,Justify Reasoning and Solutions,Calculus BC,Unit 10: Infinite Sequences and Series,几何级数与望远镜级数,Geometric and Telescoping Series,Apply Ratio or Cancellation to Sum Series,Ratio-or-cancel check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-043/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-043/cover.png
APMCS-APCB-044,AP Calculus BC,Communicate Results and Solutions,Calculus BC,Unit 10: Infinite Sequences and Series,积分判别与p级数判别,Integral and p-Series Tests,Spot p-Form or Integrate to Classify Convergence,Compare-or-Integrate,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-044/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-044/cover.png
APMCS-APCB-045,AP Calculus BC,Determine Expressions and Values,Calculus BC,Unit 10: Infinite Sequences and Series,比较与极限比较判别,Comparison and Limit Comparison Tests,Compare Dominant Terms to Decide Convergence,Match and Compare,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-045/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-045/cover.png
APMCS-APCB-046,AP Calculus BC,Translate Representations,Calculus BC,Unit 10: Infinite Sequences and Series,交错级数与误差,Alternating series and error bound,Use Next Term to Bound Alternating Series Error,Next-term bound,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-046/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-046/cover.png
APMCS-APCB-047,AP Calculus BC,Justify Reasoning and Solutions,Calculus BC,Unit 10: Infinite Sequences and Series,比值与根值判别,Ratio and Root Tests,Compute Ratio or Root Limit to Classify Convergence,Under-one limit rule,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-047/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-047/cover.png
APMCS-APCB-048,AP Calculus BC,Communicate Results and Solutions,Calculus BC,Unit 10: Infinite Sequences and Series,泰勒与麦克劳林级数,Taylor and Maclaurin Series,Fix Center and Compute Taylor Coefficients,Coefficient-by-derivative,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-048/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-048/cover.png
APMCS-APCB-049,AP Calculus BC,Determine Expressions and Values,Calculus BC,Unit 10: Infinite Sequences and Series,幂级数收敛区间与误差,Power series interval and error bound,Apply Tests to Find Interval and Error,Radius then remainder,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-049/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCB-049/cover.png
APMCS-APCSA-001,AP Computer Science A,Design Code,Computer Science A,Unit 1: Using Objects and Methods,基本类型与变量,Primitive Types and Variables,Trace Types to Predict Assignment Results,Type-then-Assign,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-001/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-001/cover.png
APMCS-APCSA-002,AP Computer Science A,Develop Code,Computer Science A,Unit 1: Using Objects and Methods,算术表达式与类型转换,Arithmetic Expressions and Casting,Cast Then Compute to Predict Output,Cast-Then-Compute,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-002/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-002/cover.png
APMCS-APCSA-003,AP Computer Science A,Analyze Code,Computer Science A,Unit 1: Using Objects and Methods,字符串对象与方法,String objects and methods,Trace String Methods to Predict Outputs,Read-then-Check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-003/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-003/cover.png
APMCS-APCSA-004,AP Computer Science A,Document Code and Computing Systems,Computer Science A,Unit 1: Using Objects and Methods,Math类方法,Math Class Methods,Scale Random and Cast to Range,Scale and cast,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-004/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-004/cover.png
APMCS-APCSA-005,AP Computer Science A,Use Computers Responsibly,Computer Science A,Unit 1: Using Objects and Methods,对象构造与引用,"Object construction, aliasing, and null",Sketch Aliases and Guard Null to Predict Output,Construct-alias-null check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-005/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-005/cover.png
APMCS-APCSA-006,AP Computer Science A,Design Code,Computer Science A,Unit 1: Using Objects and Methods,方法调用与返回值,Method Calls and Return Values,Use Signatures to Evaluate Returns and Side Effects,Signature then use,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-006/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-006/cover.png
APMCS-APCSA-007,AP Computer Science A,Develop Code,Computer Science A,Unit 1: Using Objects and Methods,参数与作用域,Parameters and Scope,Trace Parameter Scope to Predict Output,Scope and copy check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-007/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-007/cover.png
APMCS-APCSA-008,AP Computer Science A,Analyze Code,Computer Science A,Unit 1: Using Objects and Methods,API文档与负责任使用,API Documentation and Responsible Use,Apply Method Contracts to Choose Valid Inputs,Read-Satisfy-Respect,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-008/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-008/cover.png
APMCS-APCSA-009,AP Computer Science A,Document Code and Computing Systems,Computer Science A,Unit 2: Selection and Iteration,布尔表达式,Boolean Expressions,Apply Short-Circuit to Predict Boolean Results,Skip or Evaluate,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-009/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-009/cover.png
APMCS-APCSA-010,AP Computer Science A,Use Computers Responsibly,Computer Science A,Unit 2: Selection and Iteration,条件与嵌套选择,"If, If-Else, and Nested Selection",Order Branches to Ensure Exclusive Execution,Ordered exclusive gates,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-010/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-010/cover.png
APMCS-APCSA-011,AP Computer Science A,Design Code,Computer Science A,Unit 2: Selection and Iteration,德摩根律与等价条件,De Morgan's Laws and Equivalent Conditions,Flip Comparisons and Swap Operators to Remove NOT,Flip and Swap Negation,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-011/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-011/cover.png
APMCS-APCSA-012,AP Computer Science A,Develop Code,Computer Science A,Unit 2: Selection and Iteration,while循环,While Loops,Trace While Loop Updates to Predict Output,Start-Change-Stop,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-012/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-012/cover.png
APMCS-APCSA-013,AP Computer Science A,Analyze Code,Computer Science A,Unit 2: Selection and Iteration,for循环,For Loops,Trace Index Sequence to Determine Output,Boundary triple check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-013/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-013/cover.png
APMCS-APCSA-014,AP Computer Science A,Document Code and Computing Systems,Computer Science A,Unit 2: Selection and Iteration,嵌套循环,Nested Loops,Trace Indices to Predict Nested Loop Output,Start Stop Step trace,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-014/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-014/cover.png
APMCS-APCSA-015,AP Computer Science A,Use Computers Responsibly,Computer Science A,Unit 2: Selection and Iteration,算法跟踪,Algorithm Tracing,Trace Variables to Predict Loop Output,Line-by-line Ledger,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-015/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-015/cover.png
APMCS-APCSA-016,AP Computer Science A,Design Code,Computer Science A,Unit 2: Selection and Iteration,循环设计与调试,Loop Design and Debugging,Guard Index and Maintain Accumulator Invariant,Guarded index invariant,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-016/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-016/cover.png
APMCS-APCSA-017,AP Computer Science A,Develop Code,Computer Science A,Unit 3: Class Creation,类头与对象状态,Class headers and object state,Extract Nouns to Define Class State,Header State Trace,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-017/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-017/cover.png
APMCS-APCSA-018,AP Computer Science A,Analyze Code,Computer Science A,Unit 3: Class Creation,构造器,Constructors,Check Constructor Header to Ensure Proper Initialization,Constructor check trio,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-018/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-018/cover.png
APMCS-APCSA-019,AP Computer Science A,Document Code and Computing Systems,Computer Science A,Unit 3: Class Creation,实例方法,Instance Methods,Trace Instance Methods to Predict Output,Receiver-state update,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-019/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-019/cover.png
APMCS-APCSA-020,AP Computer Science A,Use Computers Responsibly,Computer Science A,Unit 3: Class Creation,访问器与修改器,Accessor and Mutator Methods,Implement Accessors and Guard Mutators to Preserve Invariants,Accessor-mutator guard,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-020/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-020/cover.png
APMCS-APCSA-021,AP Computer Science A,Design Code,Computer Science A,Unit 3: Class Creation,参数、返回类型与重载,"Parameters, Return Types, and Overloading",List Signatures to Resolve Overloaded Calls,Signature-first resolve,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-021/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-021/cover.png
APMCS-APCSA-022,AP Computer Science A,Develop Code,Computer Science A,Unit 3: Class Creation,封装与私有数据,Encapsulation and Private Data,Trace Public Methods to Infer Encapsulated State,Gate-and-Get,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-022/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-022/cover.png
APMCS-APCSA-023,AP Computer Science A,Analyze Code,Computer Science A,Unit 3: Class Creation,this与对象身份,this and Object Identity,Use this to Update Fields and Verify Identity,Pass-and-shadow check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-023/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-023/cover.png
APMCS-APCSA-024,AP Computer Science A,Document Code and Computing Systems,Computer Science A,Unit 3: Class Creation,类规格与测试,Class specifications and testing,Extract Contracts to Drive Class Tests,Contract-Code-Cases,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-024/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-024/cover.png
APMCS-APCSA-025,AP Computer Science A,Use Computers Responsibly,Computer Science A,Unit 4: Data Collections,一维数组,"One-Dimensional Arrays: length, indexes, and element types",Check Bounds and Types to Prevent Array Errors,Bounds then Types,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-025/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-025/cover.png
APMCS-APCSA-026,AP Computer Science A,Design Code,Computer Science A,Unit 4: Data Collections,数组遍历,Array Traversal with index loops,Index With Bounds to Update Neighbors Safely,Neighbor Index Loop,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-026/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-026/cover.png
APMCS-APCSA-027,AP Computer Science A,Develop Code,Computer Science A,Unit 4: Data Collections,ArrayList操作,ArrayList Operations: track index effects,Recompute Indices to Track ArrayList Changes,Recompute indices,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-027/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-027/cover.png
APMCS-APCSA-028,AP Computer Science A,Analyze Code,Computer Science A,Unit 4: Data Collections,ArrayList遍历与修改,ArrayList Traversal and Mutation,Traverse and Modify ArrayList Without Skips,Backward-or-decrement,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-028/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-028/cover.png
APMCS-APCSA-029,AP Computer Science A,Document Code and Computing Systems,Computer Science A,Unit 4: Data Collections,二维数组,Two-Dimensional Arrays: row and column bounds,Validate Bounds to Index 2D Arrays Safely,Bound-first loop,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-029/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-029/cover.png
APMCS-APCSA-030,AP Computer Science A,Use Computers Responsibly,Computer Science A,Unit 4: Data Collections,二维数组遍历,2D Array Traversal by row or column with ragged safety,Index Then Guard to Traverse Ragged Arrays,Index-then-guard,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-030/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-030/cover.png
APMCS-APCSA-031,AP Computer Science A,Design Code,Computer Science A,Unit 4: Data Collections,搜索与聚合,Searching and Aggregation,Update Aggregates and Latch First Match,Latch and count,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-031/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-031/cover.png
APMCS-APCSA-032,AP Computer Science A,Develop Code,Computer Science A,Unit 4: Data Collections,集合算法分析,Collection Algorithm Analysis,Trace Mutating Loops to Predict Collection State,Loop-Effect Checklist,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-032/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSA-032/cover.png
APMCS-APCSP-001,AP Computer Science Principles,Computational Solution Design,Computer Science Principles,Big Idea 1: Creative Development,迭代式开发,Iterative Development,Trace Test Feedback to Improve Artifact,Cycle-Trace Explain,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-001/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-001/cover.png
APMCS-APCSP-002,AP Computer Science Principles,Algorithms and Program Development,Computer Science Principles,Big Idea 1: Creative Development,协作与程序开发,Collaboration and Program Development,Assign Roles and Integrate Changes with Attribution,Roles Communication Integrate Check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-002/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-002/cover.png
APMCS-APCSP-003,AP Computer Science Principles,Abstraction in Program Development,Computer Science Principles,Big Idea 1: Creative Development,程序目的与功能,Program Purpose and Function,Identify Purpose and Justify Function with Evidence,Purpose–Function Pair,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-003/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-003/cover.png
APMCS-APCSP-004,AP Computer Science Principles,Code Analysis,Computer Science Principles,Big Idea 1: Creative Development,测试与调试,"Testing and Debugging: normal, boundary, invalid inputs",Test Normal Boundary Invalid Inputs to Isolate Bug,Boundary-Normal-Invalid,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-004/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-004/cover.png
APMCS-APCSP-005,AP Computer Science Principles,Computing Innovations,Computer Science Principles,Big Idea 1: Creative Development,文档与来源标注,Documentation and acknowledgment in programs,Document Code Behavior and Credit Sources,Document-and-credit,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-005/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-005/cover.png
APMCS-APCSP-006,AP Computer Science Principles,Responsible Computing,Computer Science Principles,Big Idea 2: Data,二进制数据表示,Binary Data Representation,Assign Bits and Verify Packet Fit,Count the Codes,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-006/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-006/cover.png
APMCS-APCSP-007,AP Computer Science Principles,Computational Solution Design,Computer Science Principles,Big Idea 2: Data,溢出、舍入与抽象,"Overflow, Roundoff, and Abstraction",Trace Boundary Inputs to Expose Overflow and Roundoff,Signal-Test-Explain,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-007/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-007/cover.png
APMCS-APCSP-008,AP Computer Science Principles,Algorithms and Program Development,Computer Science Principles,Big Idea 2: Data,无损与有损压缩,Lossless and Lossy Compression,Select Compression to Meet Fidelity Requirements,Compression Fit Test,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-008/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-008/cover.png
APMCS-APCSP-009,AP Computer Science Principles,Abstraction in Program Development,Computer Science Principles,Big Idea 2: Data,数据清洗与元数据,Data Cleaning and Metadata,"Flag and Fix Records, Document Metadata for Reproducibility",Flag Fix Document,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-009/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-009/cover.png
APMCS-APCSP-010,AP Computer Science Principles,Code Analysis,Computer Science Principles,Big Idea 2: Data,数据可视化与知识发现,"Data visualization for pattern, not causation",Qualify Visual Trends to Avoid Causation,Visualize-Qualify-Conclude,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-010/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-010/cover.png
APMCS-APCSP-011,AP Computer Science Principles,Computing Innovations,Computer Science Principles,Big Idea 3: Algorithms and Programming,顺序、选择与迭代,"Sequencing, Selection, and Iteration",Trace Order Branches and Loops to Predict Output,Flow-Branch-Loop,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-011/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-011/cover.png
