examQuestionId,examId,section,module,route,questionNumber,examSequence,difficulty,responseType,questionText,answer,pictureKey,contentDomain,officialSkill,teachingTopic,answerExplanation,distractorRationale,passageWordCount,estimatedTimeSeconds,autoQAScore,reviewStatus,originalQuestionId,originalMockExam,originalRoute,sourceSimilarityMax,internalSimilarityMax,qaAnswerCheck,qaBlueprintMatch,sourceOutlineUrl,authoringNote
SAT_MOCK_EXAM_2-RW-M2-Q02,sat_mock_exam_2,Reading and Writing,M2,Harder,2,29,Easy,Multiple Choice,"Researchers in public policy examined bilingual street signs. They found that residents navigated unfamiliar districts more accurately when both languages appeared. The team argues that the result identifies a practical condition that future projects should consider. Which choice best states the main purpose of the text?
A) To dispute the reliability of all earlier work in the field
B) To describe a study and explain the practical significance of its result
C) To provide a complete history of the subject
D) To argue that the subject should no longer be studied",B,,Craft and Structure,Text Structure and Purpose,分析句子、例子或段落在全文中的功能,"The text introduces a study, reports its result, and closes by identifying why that result matters in practice.","The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",46,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q02,Mock B,Harder,0,0.22,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q03,sat_mock_exam_2,Reading and Writing,M2,Harder,3,30,Medium,Multiple Choice,"A research team studying library tool collections reported that borrowers completed more home repairs when short demonstrations accompanied loans. The curator arranged the works chronologically to make the artist’s stylistic shift more _______. Which choice completes the text with the most logical and precise word or phrase?
A) expensive
B) conventional
C) discernible
D) reversible",C,,Craft and Structure,Words in Context,根据上下文辨析近义词的精确含义,The context calls for “discernible”: discernible means easier to perceive.,Each distractor is grammatically possible but does not express the precise relationship established by the surrounding sentences.,47,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q03,Mock B,Harder,0,0.113,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q04,sat_mock_exam_2,Reading and Writing,M2,Harder,4,31,Medium,Multiple Choice,"Text 1
Text 1 claims that larger samples always remove bias from a survey.

Text 2
Text 2 explains that a very large voluntary-response sample can remain unrepresentative.

Based on the texts, how would the author of Text 2 most likely respond to the claim in Text 1?
A) reject the topic as unworthy of further study
B) agree without adding any qualification or new evidence
C) argue that the evidence discussed in both texts is entirely irrelevant
D) distinguish increased precision from the correction of biased sampling",D,,Craft and Structure,Cross-Text Connections,推断一位作者会如何评价另一篇文本,Text 2 would distinguish increased precision from the correction of biased sampling.,The distractors overstate agreement or disagreement or ignore the specific qualification supplied by Text 2.,48,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q04,Mock B,Harder,0.061,0.231,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q05,sat_mock_exam_2,Reading and Writing,M2,Harder,5,32,Hard,Multiple Choice,"A research team studying prairie restoration plots reported that plots planted with more native species resisted invasive grasses better. Because the effect appeared only under one rare condition, its practical importance may be _______. Which choice completes the text with the most logical and precise word or phrase?
A) limited
B) urgent
C) universal
D) precise",A,,Craft and Structure,Words in Context,根据上下文辨析近义词的精确含义,The context calls for “limited”: limited accurately describes restricted applicability.,Each distractor is grammatically possible but does not express the precise relationship established by the surrounding sentences.,48,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q05,Mock B,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q06,sat_mock_exam_2,Reading and Writing,M2,Harder,6,33,Hard,Multiple Choice,"An initial survey of night-blooming flowers produced an unexpected pattern: flowers produced stronger scents when their primary moth pollinators were active. To check whether the pattern was a measurement artifact, the researchers repeated the survey with newly calibrated equipment. The same pattern appeared again. Which choice best describes the function of the second sentence in the overall structure of the text?
A) It introduces a competing theory that the researchers ultimately accept.
B) It describes a step taken to test whether the initial result was reliable.
C) It lists the consequences of applying the result outside the study.
D) It explains why the researchers abandoned the initial survey.",B,,Craft and Structure,Text Structure and Purpose,分析句子、例子或段落在全文中的功能,The second sentence describes a replication check designed to rule out measurement error.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",61,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q06,Mock B,Harder,0,0.311,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q07,sat_mock_exam_2,Reading and Writing,M2,Harder,7,34,Hard,Multiple Choice,"Text 1
Text 1 suggests that faster buses alone will increase ridership.

Text 2
Text 2 finds that reliability and transfer timing predict ridership more strongly than maximum speed.

Based on the texts, how would the author of Text 2 most likely respond to the claim in Text 1?
A) reject the topic as unworthy of further study
B) agree without adding any qualification or new evidence
C) argue that speed is only one factor and may not be the most important
D) argue that the evidence discussed in both texts is entirely irrelevant",C,,Craft and Structure,Cross-Text Connections,推断一位作者会如何评价另一篇文本,Text 2 would argue that speed is only one factor and may not be the most important.,The distractors overstate agreement or disagreement or ignore the specific qualification supplied by Text 2.,49,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q07,Mock B,Harder,0.061,0.24,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q08,sat_mock_exam_2,Reading and Writing,M2,Harder,8,35,Easy,Multiple Choice,"A team working in materials science investigated recycled glass concrete at several locations. Across the locations, small glass particles increased reflectivity without reducing compressive strength. Although the strength of the pattern varied, it appeared in each location, suggesting that the result was not limited to a single site. Which choice best states the main idea of the text?
A) Researchers proved that every feature of recycled glass concrete is identical at all locations.
B) A study found no meaningful pattern involving recycled glass concrete.
C) Researchers studied recycled glass concrete at only one location and warned against comparison.
D) A multisite study of recycled glass concrete found a recurring pattern, though the pattern’s strength differed by location.",D,,Information and Ideas,Central Ideas and Details,识别主旨、核心观点和最恰当概括,The correct choice captures both the repeated result and the stated variation across locations.,"The distractors contradict the passage by claiming no pattern, a single site, or complete uniformity.",58,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q08,Mock B,Harder,0,0.328,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q09,sat_mock_exam_2,Reading and Writing,M2,Harder,9,36,Medium,Multiple Choice,"A researcher claims that a particular design feature can materially influence outcomes involving mobile produce markets. Which finding, if true, would most directly support the researcher’s claim?
A) When the feature was present, weekly stops increased fresh-food purchases in neighborhoods far from supermarkets; when it was absent, that pattern was substantially weaker.
B) Participants reported that they had heard of mobile produce markets before the study.
C) The study’s locations differed in age, but the feature was not recorded.
D) Researchers used the same data-entry software at every location.",A,,Information and Ideas,Command of Evidence - Textual,选择最能支持某项结论的文本证据,"The correct choice directly compares outcomes with and without the design feature, isolating the relationship described in the claim.","The other findings concern familiarity, site age, or data entry and therefore do not directly test the claimed influence.",27,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q09,Mock B,Harder,0.065,0.548,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q10,sat_mock_exam_2,Reading and Writing,M2,Harder,10,37,Medium,Multiple Choice,"Researchers studying handwoven textiles collected data during both routine conditions and unusually demanding conditions. During routine conditions, the groups differed little. During demanding conditions, however, weavers varied border patterns to identify regional workshops. The researchers did not change any other part of the procedure. Which choice most logically completes the text?
A) The groups must have been measured with entirely different procedures.
B) The factor associated with the finding may matter more under demanding conditions than under routine conditions.
C) The finding demonstrates that routine conditions never affect any outcome.
D) The researchers should assume that the factor has exactly the same effect in all conditions.",B,,Information and Ideas,Inferences,根据文本证据作合理推断,The contrast between similar routine results and different demanding-condition results supports a condition-dependent inference.,The distractors contradict the controlled procedure or make absolute claims not supported by the passage.,51,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q10,Mock B,Harder,0,0.429,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q11,sat_mock_exam_2,Reading and Writing,M2,Harder,11,38,Medium,Multiple Choice,"Researchers studying volcanic ash layers collected data during both routine conditions and unusually demanding conditions. During routine conditions, the groups differed little. During demanding conditions, however, matching chemical signatures allowed geologists to align distant sediment records. The researchers did not change any other part of the procedure. Which choice most logically completes the text?
A) The groups must have been measured with entirely different procedures.
B) The finding demonstrates that routine conditions never affect any outcome.
C) The factor associated with the finding may matter more under demanding conditions than under routine conditions.
D) The researchers should assume that the factor has exactly the same effect in all conditions.",C,,Information and Ideas,Inferences,根据文本证据作合理推断,The contrast between similar routine results and different demanding-condition results supports a condition-dependent inference.,The distractors contradict the controlled procedure or make absolute claims not supported by the passage.,54,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q11,Mock B,Harder,0,0.407,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q12,sat_mock_exam_2,Reading and Writing,M2,Harder,12,39,Hard,Multiple Choice,"A team working in ecology investigated prairie restoration plots at several locations. Across the locations, plots planted with more native species resisted invasive grasses better. Although the strength of the pattern varied, it appeared in each location, suggesting that the result was not limited to a single site. Which choice best states the main idea of the text?
A) Researchers proved that every feature of prairie restoration plots is identical at all locations.
B) A study found no meaningful pattern involving prairie restoration plots.
C) Researchers studied prairie restoration plots at only one location and warned against comparison.
D) A multisite study of prairie restoration plots found a recurring pattern, though the pattern’s strength differed by location.",D,,Information and Ideas,Central Ideas and Details,识别主旨、核心观点和最恰当概括,The correct choice captures both the repeated result and the stated variation across locations.,"The distractors contradict the passage by claiming no pattern, a single site, or complete uniformity.",58,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q12,Mock B,Harder,0,0.328,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q13,sat_mock_exam_2,Reading and Writing,M2,Harder,13,40,Hard,Multiple Choice,"A study compared three approaches involving wooden concert halls. The graph shows the average score for each approach after one month. The researchers concluded that the modified approach produced the strongest one-month outcome. Which choice most effectively uses data from the graph to support the researchers’ conclusion?
A) The modified approach had a score of 40, compared with 31 for the standard approach and 34 for the hybrid approach.
B) The standard approach scored 31, which was higher than the modified approach.
C) The hybrid and modified approaches had identical scores.
D) All three approaches scored below 26.",A,https://img.justsolvely.com/followUpImage/9bdef168-e34b-4005-b4b9-62dea8851b9b-1786419952575-305.webp,Information and Ideas,Command of Evidence - Quantitative,将表格数据与文本主张对应,The modified approach has the highest value in the graph (40).,Each distractor misreads or contradicts the displayed values.,47,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q13,Mock B,Harder,0,0.639,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_2-RW-M2-Q14,sat_mock_exam_2,Reading and Writing,M2,Harder,14,41,Hard,Multiple Choice,"A study compared three approaches involving restored peatlands. The table shows the average score for each approach after one month. The researchers concluded that the modified approach produced the strongest one-month outcome. Which choice most effectively uses data from the table to support the researchers’ conclusion?
A) The standard approach scored 34, which was higher than the modified approach.
B) The modified approach had a score of 44, compared with 34 for the standard approach and 37 for the hybrid approach.
C) The hybrid and modified approaches had identical scores.
D) All three approaches scored below 29.",B,https://img.justsolvely.com/followUpImage/9d98dbf9-1c35-49c3-9a3f-5e76d7b10d04-1786419954012-630.webp,Information and Ideas,Command of Evidence - Quantitative,将表格数据与文本主张对应,The modified approach has the highest value in the table (44).,Each distractor misreads or contradicts the displayed values.,46,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q14,Mock B,Harder,0.017,0.657,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_2-RW-M2-Q15,sat_mock_exam_2,Reading and Writing,M2,Harder,15,42,Medium,Multiple Choice,"The survey revealed one especially consistent result ______ porous road surfaces reduced tire noise at moderate speeds. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ,
B) ;
C) :
D)  although",C,,Standard English Conventions,Boundaries,句子边界与标点使用,A colon can follow a complete clause to introduce the result that explains it.,A comma or semicolon does not correctly introduce the explanatory phrase as written.,32,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q15,Mock B,Harder,0,0.15,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q16,sat_mock_exam_2,Reading and Writing,M2,Harder,16,43,Medium,Multiple Choice,"After the researchers recalibrated the sensors ______ they repeated all measurements involving forest sound recordings. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ;
B) :
C) —
D) ,",D,,Standard English Conventions,Boundaries,句子边界与标点使用,A comma follows the introductory dependent clause.,The other choices either omit required punctuation or separate the dependent clause incorrectly.,30,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q16,Mock B,Harder,0,0.538,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q17,sat_mock_exam_2,Reading and Writing,M2,Harder,17,44,Medium,Multiple Choice,"When comparing two prototypes for monitoring public chess tables, the newer model’s energy use was lower than ______. Which choice completes the text so that it conforms to the conventions of Standard English?
A) that of the older model
B) the older model
C) it was older
D) those of the older model",A,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,"The comparison must be between energy use and energy use, so “that of” is required.","The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",33,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q17,Mock B,Harder,0,0.35,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q18,sat_mock_exam_2,Reading and Writing,M2,Harder,18,45,Hard,Multiple Choice,"The oldest sample of material from traditional courtyard homes ______ showed no visible damage. Which choice completes the text so that it conforms to the conventions of Standard English?
A) which had been stored in a sealed case,
B) , which had been stored in a sealed case,
C) ; which had been stored in a sealed case;
D) which had been stored in a sealed case",B,,Standard English Conventions,Boundaries,句子边界与标点使用,The nonrestrictive relative clause must be enclosed by commas.,The distractors omit one or both commas or misuse semicolons.,29,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q18,Mock B,Harder,0,0.133,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q19,sat_mock_exam_2,Reading and Writing,M2,Harder,19,46,Hard,Multiple Choice,"The researchers studying ice-core bubbles reached a clear conclusion ______ the need to test the modified procedure on a larger sample. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ;
B) , and
C) :
D) because",C,,Standard English Conventions,Boundaries,句子边界与标点使用,"The complete clause before the blank introduces a noun phrase that states the conclusion, so a colon is appropriate.",The other choices cannot correctly connect a complete clause to the noun phrase that follows.,36,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q19,Mock B,Harder,0,0.478,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q20,sat_mock_exam_2,Reading and Writing,M2,Harder,20,47,Hard,Multiple Choice,"Covered with a protective coating before the study of low-cost air sensors, ______. Which choice completes the text so that it conforms to the conventions of Standard English?
A) the technicians transported the samples safely
B) transport caused no damage to the technicians
C) there was no damage during the samples’ transport
D) the samples remained undamaged during transport",D,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,The noun immediately following the introductory modifier must be the thing covered: the samples.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",28,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q20,Mock B,Harder,0,0.455,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q21,sat_mock_exam_2,Reading and Writing,M2,Harder,21,48,Hard,Multiple Choice,"Each researcher recorded ______ observations of urban tree canopies in the shared database before leaving the site. Which choice completes the text so that it conforms to the conventions of Standard English?
A) their
B) its
C) our
D) your",A,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,The singular “their” appropriately refers to the gender-neutral antecedent “Each researcher.”,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",32,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q21,Mock B,Harder,0,0.278,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q22,sat_mock_exam_2,Reading and Writing,M2,Harder,22,49,Medium,Multiple Choice,"The insects are active shortly after sunset. ______, the flowers release most of their scent during that period. Which choice completes the text with the most logical transition?
A) Instead
B) Correspondingly
C) Previously
D) Nevertheless",B,,Expression of Ideas,Transitions,根据逻辑关系选择过渡词,Correspondingly marks matching timing.,The distractors signal a different logical relationship from the one between the two sentences.,28,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q22,Mock B,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q23,sat_mock_exam_2,Reading and Writing,M2,Harder,23,50,Hard,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2019 study in conservation examined forest sound recordings.
• The study included 6 sites.
• It found that automated classifiers detected rare frogs missed during daytime surveys.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) In 2019, researchers conducted a study, but the number of sites is not known.
B) Researchers in conservation have studied many topics, including some unrelated to forest sound recordings.
C) A 2019 study of forest sound recordings across 6 sites found that automated classifiers detected rare frogs missed during daytime surveys.
D) The 2019 study included 6 sites; however, its finding about forest sound recordings was the opposite of what the notes report.",C,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",66,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q23,Mock B,Harder,0.08,0.315,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q24,sat_mock_exam_2,Reading and Writing,M2,Harder,24,51,Hard,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2020 study in economics examined independent bookstores.
• The study included 9 sites.
• It found that staff recommendation cards increased sales of unfamiliar authors.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) In 2020, researchers conducted a study, but the number of sites is not known.
B) Researchers in economics have studied many topics, including some unrelated to independent bookstores.
C) The 2020 study included 9 sites; however, its finding about independent bookstores was the opposite of what the notes report.
D) A 2020 study of independent bookstores across 9 sites found that staff recommendation cards increased sales of unfamiliar authors.",D,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",64,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q24,Mock B,Harder,0.082,0.319,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q25,sat_mock_exam_2,Reading and Writing,M2,Harder,25,52,Hard,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2021 study in agriculture examined community seed libraries.
• The study included 12 sites.
• It found that borrowers returned locally adapted seeds after each growing season.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) A 2021 study of community seed libraries across 12 sites found that borrowers returned locally adapted seeds after each growing season.
B) In 2021, researchers conducted a study, but the number of sites is not known.
C) Researchers in agriculture have studied many topics, including some unrelated to community seed libraries.
D) The 2021 study included 12 sites; however, its finding about community seed libraries was the opposite of what the notes report.",A,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",66,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q25,Mock B,Harder,0.08,0.319,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q26,sat_mock_exam_2,Reading and Writing,M2,Harder,26,53,Hard,Multiple Choice,"The study did not estimate total population size. ______, it compared how the population was distributed across habitats. Which choice completes the text with the most logical transition?
A) Therefore
B) Rather
C) Moreover
D) Similarly",B,,Expression of Ideas,Transitions,根据逻辑关系选择过渡词,Rather corrects a possible misconception by stating what the study did.,The distractors signal a different logical relationship from the one between the two sentences.,28,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q26,Mock B,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-RW-M2-Q27,sat_mock_exam_2,Reading and Writing,M2,Harder,27,54,Hard,Multiple Choice,"Many early maps omitted seasonal streams. ______, modern flood models incorporate those temporary channels. Which choice completes the text with the most logical transition?
A) For example
B) Consequently
C) In contrast
D) Likewise",C,,Expression of Ideas,Transitions,根据逻辑关系选择过渡词,In contrast distinguishes modern practice from the earlier maps.,The distractors signal a different logical relationship from the one between the two sentences.,24,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-RW-M2H-Q27,Mock B,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q01,sat_mock_exam_2,Math,M1,Common,1,55,Easy,Multiple Choice,"6x + 8 = 50
What is the value of x?
A) 7
B) 6
C) 8
D) 42",A,,Algebra,Linear Equations in One Variable,解一元一次方程和线性情境模型,Subtracting 8 and dividing by 6 gives x = 7.,"The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q01,Mock B,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q02,sat_mock_exam_2,Math,M1,Common,2,56,Easy,Multiple Choice,"x² + 2x - 8 = 0
What is the positive solution to the equation?
A) -4
B) 2
C) 4
D) 3",B,,Advanced Math,Nonlinear Equations in One Variable,求解二次及其他非线性方程,"The quadratic factors as (x - 2)(x + 4) = 0, so the positive solution is 2.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q02,Mock B,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q03,sat_mock_exam_2,Math,M1,Common,3,57,Easy,Multiple Choice,"In triangle ABC shown, what is the value of x?
A) 37
B) 73
C) 70
D) 143",C,https://img.justsolvely.com/followUpImage/8659e019-f620-4d7d-b903-a5afbab2e612-1786419940676-487.webp,Geometry and Trigonometry,"Lines, Angles, and Triangles",角度关系、相似与全等,The angle measures in a triangle sum to 180°. Thus x = 180 − 37 − 73 = 70.,The distractors use a labeled angle directly or subtract only one labeled angle from 180°.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q03,Mock B,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
