examQuestionId,examId,section,module,route,questionNumber,examSequence,difficulty,responseType,questionText,answer,pictureKey,contentDomain,officialSkill,teachingTopic,answerExplanation,distractorRationale,passageWordCount,estimatedTimeSeconds,autoQAScore,reviewStatus,originalQuestionId,originalMockExam,originalRoute,sourceSimilarityMax,internalSimilarityMax,qaAnswerCheck,qaBlueprintMatch,sourceOutlineUrl,authoringNote
SAT_MOCK_EXAM_1-RW-M2-Q02,sat_mock_exam_1,Reading and Writing,M2,Harder,2,29,Easy,Multiple Choice,"A common account of forest sound recordings emphasizes cost and convenience. Recent work in conservation, however, found that automated classifiers detected rare frogs missed during daytime surveys. This result suggests that the subject’s value cannot be assessed by cost and convenience alone. Which choice best describes the overall structure of the text?
A) It gives two unrelated descriptions and then chooses the older one.
B) It presents a familiar way of evaluating a subject, introduces evidence that the evaluation is incomplete, and draws a broader conclusion.
C) It narrates a failed experiment and proposes repeating it without changes.
D) It defines a technical term and then lists several exceptions to the definition.",B,,Craft and Structure,Text Structure and Purpose,分析句子、例子或段落在全文中的功能,The text moves from a conventional account to evidence that complicates it and then states the implication.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",52,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q02,Mock A,Harder,0,0.242,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q03,sat_mock_exam_1,Reading and Writing,M2,Harder,3,30,Medium,Multiple Choice,"A research team studying coral nursery frames reported that juvenile corals grew fastest on frames placed in steady currents. Although the samples differ in color, their chemical compositions are remarkably _______. Which choice completes the text with the most logical and precise word or phrase?
A) profitable
B) visible
C) consistent
D) urgent",C,,Craft and Structure,Words in Context,根据上下文辨析近义词的精确含义,The context calls for “consistent”: consistent means showing little variation.,Each distractor is grammatically possible but does not express the precise relationship established by the surrounding sentences.,45,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q03,Mock A,Harder,0,0.095,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q04,sat_mock_exam_1,Reading and Writing,M2,Harder,4,31,Medium,Multiple Choice,"Text 1
Text 1 attributes an ancient town’s decline mainly to drought.

Text 2
Text 2 presents trade records showing that commerce had already fallen decades before the drought began.

Based on the texts, how would the author of Text 2 most likely respond to the claim in Text 1?
A) reject the topic as unworthy of further study
B) agree without adding any qualification or new evidence
C) argue that the evidence discussed in both texts is entirely irrelevant
D) argue that drought may have contributed but cannot by itself explain the earlier decline",D,,Craft and Structure,Cross-Text Connections,推断一位作者会如何评价另一篇文本,Text 2 would argue that drought may have contributed but cannot by itself explain the earlier decline.,The distractors overstate agreement or disagreement or ignore the specific qualification supplied by Text 2.,50,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q04,Mock A,Harder,0.06,0.205,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q05,sat_mock_exam_1,Reading and Writing,M2,Harder,5,32,Hard,Multiple Choice,"A research team studying oral-history archives reported that searchable transcripts increased use of interviews by local teachers. The historian used shipping records to _______ the date of the settlement’s expansion. Which choice completes the text with the most logical and precise word or phrase?
A) pinpoint
B) celebrate
C) revise
D) obscure",A,,Craft and Structure,Words in Context,根据上下文辨析近义词的精确含义,The context calls for “pinpoint”: pinpoint means determine precisely.,Each distractor is grammatically possible but does not express the precise relationship established by the surrounding sentences.,44,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q05,Mock A,Harder,0,0.103,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q06,sat_mock_exam_1,Reading and Writing,M2,Harder,6,33,Hard,Multiple Choice,"Researchers in public health examined mobile produce markets. They found that weekly stops increased fresh-food purchases in neighborhoods far from supermarkets. The team argues that the result identifies a practical condition that future projects should consider. Which choice best states the main purpose of the text?
A) To dispute the reliability of all earlier work in the field
B) To describe a study and explain the practical significance of its result
C) To provide a complete history of the subject
D) To argue that the subject should no longer be studied",B,,Craft and Structure,Text Structure and Purpose,分析句子、例子或段落在全文中的功能,"The text introduces a study, reports its result, and closes by identifying why that result matters in practice.","The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",46,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q06,Mock A,Harder,0,0.216,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q07,sat_mock_exam_1,Reading and Writing,M2,Harder,7,34,Hard,Multiple Choice,"Text 1
Text 1 recommends replacing all printed field guides with phone apps.

Text 2
Text 2 notes that apps update quickly but printed guides remain dependable where batteries and signals are limited.

Based on the texts, how would the author of Text 2 most likely respond to the claim in Text 1?
A) reject the topic as unworthy of further study
B) agree without adding any qualification or new evidence
C) reject a complete replacement while acknowledging one advantage of apps
D) argue that the evidence discussed in both texts is entirely irrelevant",C,,Craft and Structure,Cross-Text Connections,推断一位作者会如何评价另一篇文本,Text 2 would reject a complete replacement while acknowledging one advantage of apps.,The distractors overstate agreement or disagreement or ignore the specific qualification supplied by Text 2.,53,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q07,Mock A,Harder,0.059,0.2,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q08,sat_mock_exam_1,Reading and Writing,M2,Harder,8,35,Easy,Multiple Choice,"A team working in geology investigated volcanic ash layers at several locations. Across the locations, matching chemical signatures allowed geologists to align distant sediment records. Although the strength of the pattern varied, it appeared in each location, suggesting that the result was not limited to a single site. Which choice best states the main idea of the text?
A) Researchers proved that every feature of volcanic ash layers is identical at all locations.
B) A study found no meaningful pattern involving volcanic ash layers.
C) Researchers studied volcanic ash layers at only one location and warned against comparison.
D) A multisite study of volcanic ash layers found a recurring pattern, though the pattern’s strength differed by location.",D,,Information and Ideas,Central Ideas and Details,识别主旨、核心观点和最恰当概括,The correct choice captures both the repeated result and the stated variation across locations.,"The distractors contradict the passage by claiming no pattern, a single site, or complete uniformity.",58,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q08,Mock A,Harder,0,0.318,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q09,sat_mock_exam_1,Reading and Writing,M2,Harder,9,36,Medium,Multiple Choice,"A researcher claims that a particular design feature can materially influence outcomes involving prairie restoration plots. Which finding, if true, would most directly support the researcher’s claim?
A) When the feature was present, plots planted with more native species resisted invasive grasses better; when it was absent, that pattern was substantially weaker.
B) Participants reported that they had heard of prairie restoration plots before the study.
C) The study’s locations differed in age, but the feature was not recorded.
D) Researchers used the same data-entry software at every location.",A,,Information and Ideas,Command of Evidence - Textual,选择最能支持某项结论的文本证据,"The correct choice directly compares outcomes with and without the design feature, isolating the relationship described in the claim.","The other findings concern familiarity, site age, or data entry and therefore do not directly test the claimed influence.",27,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q09,Mock A,Harder,0.065,0.548,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q10,sat_mock_exam_1,Reading and Writing,M2,Harder,10,37,Medium,Multiple Choice,"Researchers studying independent bookstores collected data during both routine conditions and unusually demanding conditions. During routine conditions, the groups differed little. During demanding conditions, however, staff recommendation cards increased sales of unfamiliar authors. The researchers did not change any other part of the procedure. Which choice most logically completes the text?
A) The groups must have been measured with entirely different procedures.
B) The factor associated with the finding may matter more under demanding conditions than under routine conditions.
C) The finding demonstrates that routine conditions never affect any outcome.
D) The researchers should assume that the factor has exactly the same effect in all conditions.",B,,Information and Ideas,Inferences,根据文本证据作合理推断,The contrast between similar routine results and different demanding-condition results supports a condition-dependent inference.,The distractors contradict the controlled procedure or make absolute claims not supported by the passage.,51,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q10,Mock A,Harder,0,0.414,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q11,sat_mock_exam_1,Reading and Writing,M2,Harder,11,38,Medium,Multiple Choice,"Researchers studying restored peatlands collected data during both routine conditions and unusually demanding conditions. During routine conditions, the groups differed little. During demanding conditions, however, rewetted plots released less carbon during summer droughts. The researchers did not change any other part of the procedure. Which choice most logically completes the text?
A) The groups must have been measured with entirely different procedures.
B) The finding demonstrates that routine conditions never affect any outcome.
C) The factor associated with the finding may matter more under demanding conditions than under routine conditions.
D) The researchers should assume that the factor has exactly the same effect in all conditions.",C,,Information and Ideas,Inferences,根据文本证据作合理推断,The contrast between similar routine results and different demanding-condition results supports a condition-dependent inference.,The distractors contradict the controlled procedure or make absolute claims not supported by the passage.,51,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q11,Mock A,Harder,0,0.429,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q12,sat_mock_exam_1,Reading and Writing,M2,Harder,12,39,Hard,Multiple Choice,"A team working in economics investigated independent bookstores at several locations. Across the locations, staff recommendation cards increased sales of unfamiliar authors. Although the strength of the pattern varied, it appeared in each location, suggesting that the result was not limited to a single site. Which choice best states the main idea of the text?
A) Researchers proved that every feature of independent bookstores is identical at all locations.
B) A study found no meaningful pattern involving independent bookstores.
C) Researchers studied independent bookstores at only one location and warned against comparison.
D) A multisite study of independent bookstores found a recurring pattern, though the pattern’s strength differed by location.",D,,Information and Ideas,Central Ideas and Details,识别主旨、核心观点和最恰当概括,The correct choice captures both the repeated result and the stated variation across locations.,"The distractors contradict the passage by claiming no pattern, a single site, or complete uniformity.",55,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q12,Mock A,Harder,0,0.333,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q13,sat_mock_exam_1,Reading and Writing,M2,Harder,13,40,Hard,Multiple Choice,"A study compared three approaches involving solar-powered buoys. The table shows the average score for each approach after one month. The researchers concluded that the modified approach produced the strongest one-month outcome. Which choice most effectively uses data from the table to support the researchers’ conclusion?
A) The modified approach had a score of 49, compared with 37 for the standard approach and 40 for the hybrid approach.
B) The standard approach scored 37, which was higher than the modified approach.
C) The hybrid and modified approaches had identical scores.
D) All three approaches scored below 32.",A,https://img.justsolvely.com/followUpImage/3eaabd43-cbf1-4bcc-9d8a-a14556dbdd7c-1786419937230-746.webp,Information and Ideas,Command of Evidence - Quantitative,将表格数据与文本主张对应,The modified approach has the highest value in the table (49).,Each distractor misreads or contradicts the displayed values.,46,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q13,Mock A,Harder,0.016,0.639,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_1-RW-M2-Q14,sat_mock_exam_1,Reading and Writing,M2,Harder,14,41,Hard,Multiple Choice,"A study compared three approaches involving paper microfluidic tests. The graph shows the average score for each approach after one month. The researchers concluded that the modified approach produced the strongest one-month outcome. Which choice most effectively uses data from the graph to support the researchers’ conclusion?
A) The standard approach scored 40, which was higher than the modified approach.
B) The modified approach had a score of 49, compared with 40 for the standard approach and 43 for the hybrid approach.
C) The hybrid and modified approaches had identical scores.
D) All three approaches scored below 35.",B,https://img.justsolvely.com/followUpImage/ee931519-57b3-4b9c-a58f-aeae068e7713-1786419938946-921.webp,Information and Ideas,Command of Evidence - Quantitative,将表格数据与文本主张对应,The modified approach has the highest value in the graph (49).,Each distractor misreads or contradicts the displayed values.,47,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q14,Mock A,Harder,0,0.639,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_1-RW-M2-Q15,sat_mock_exam_1,Reading and Writing,M2,Harder,15,42,Medium,Multiple Choice,"The survey revealed one especially consistent result ______ wax channels directed tiny liquid samples without pumps. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ,
B) ;
C) :
D)  although",C,,Standard English Conventions,Boundaries,句子边界与标点使用,A colon can follow a complete clause to introduce the result that explains it.,A comma or semicolon does not correctly introduce the explanatory phrase as written.,31,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q15,Mock A,Harder,0,0.158,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q16,sat_mock_exam_1,Reading and Writing,M2,Harder,16,43,Medium,Multiple Choice,"After the researchers recalibrated the sensors ______ they repeated all measurements involving volcanic ash layers. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ;
B) :
C) —
D) ,",D,,Standard English Conventions,Boundaries,句子边界与标点使用,A comma follows the introductory dependent clause.,The other choices either omit required punctuation or separate the dependent clause incorrectly.,30,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q16,Mock A,Harder,0,0.538,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q17,sat_mock_exam_1,Reading and Writing,M2,Harder,17,44,Medium,Multiple Choice,"A set of measurements from the three sites ______ that the pattern involving recycled glass concrete is consistent. Which choice completes the text so that it conforms to the conventions of Standard English?
A) indicates
B) indicate
C) have indicated
D) were indicating",A,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,The singular subject “set” requires the singular verb “indicates.”,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",33,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q17,Mock A,Harder,0,0.444,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q18,sat_mock_exam_1,Reading and Writing,M2,Harder,18,45,Hard,Multiple Choice,"The oldest sample of material from independent bookstores ______ showed no visible damage. Which choice completes the text so that it conforms to the conventions of Standard English?
A) which had been stored in a sealed case,
B) , which had been stored in a sealed case,
C) ; which had been stored in a sealed case;
D) which had been stored in a sealed case",B,,Standard English Conventions,Boundaries,句子边界与标点使用,The nonrestrictive relative clause must be enclosed by commas.,The distractors omit one or both commas or misuse semicolons.,28,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q18,Mock A,Harder,0,0.133,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q19,sat_mock_exam_1,Reading and Writing,M2,Harder,19,46,Hard,Multiple Choice,"The researchers studying digital manuscript scans reached a clear conclusion ______ the need to test the modified procedure on a larger sample. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ;
B) , and
C) :
D) because",C,,Standard English Conventions,Boundaries,句子边界与标点使用,"The complete clause before the blank introduces a noun phrase that states the conclusion, so a colon is appropriate.",The other choices cannot correctly connect a complete clause to the noun phrase that follows.,37,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q19,Mock A,Harder,0,0.478,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q20,sat_mock_exam_1,Reading and Writing,M2,Harder,20,47,Hard,Multiple Choice,"By the time the second survey of independent bookstores began, the team ______ the equipment against a reference instrument. Which choice completes the text so that it conforms to the conventions of Standard English?
A) calibrates
B) will calibrate
C) is calibrating
D) had calibrated",D,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,Past perfect marks an action completed before another past action began.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",34,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q20,Mock A,Harder,0,0.381,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q21,sat_mock_exam_1,Reading and Writing,M2,Harder,21,48,Hard,Multiple Choice,"For the project involving ceramic water filters, the engineers designed the frame to be lightweight, durable, and ______. Which choice completes the text so that it conforms to the conventions of Standard English?
A) easy to repair
B) repairs easily
C) with easy repairs
D) it can be repaired easily",A,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,“Easy to repair” is parallel with the preceding adjectives in the series.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",33,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q21,Mock A,Harder,0,0.3,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q22,sat_mock_exam_1,Reading and Writing,M2,Harder,22,49,Medium,Multiple Choice,"The survey measured residents’ current travel habits. ______, a follow-up study will examine how those habits change after the new rail line opens. Which choice completes the text with the most logical transition?
A) In contrast
B) Next
C) For instance
D) Nevertheless",B,,Expression of Ideas,Transitions,根据逻辑关系选择过渡词,Next introduces a later stage in the research.,The distractors signal a different logical relationship from the one between the two sentences.,33,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q22,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q23,sat_mock_exam_1,Reading and Writing,M2,Harder,23,50,Hard,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2024 study in environmental science examined urban tree canopies.
• The study included 9 sites.
• It found that city blocks with mature trees cooled more slowly after sunset.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) In 2024, researchers conducted a study, but the number of sites is not known.
B) Researchers in environmental science have studied many topics, including some unrelated to urban tree canopies.
C) A 2024 study of urban tree canopies across 9 sites found that city blocks with mature trees cooled more slowly after sunset.
D) The 2024 study included 9 sites; however, its finding about urban tree canopies was the opposite of what the notes report.",C,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",68,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q23,Mock A,Harder,0.079,0.303,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q24,sat_mock_exam_1,Reading and Writing,M2,Harder,24,51,Hard,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2018 study in botany examined night-blooming flowers.
• The study included 12 sites.
• It found that flowers produced stronger scents when their primary moth pollinators were active.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) In 2018, researchers conducted a study, but the number of sites is not known.
B) Researchers in botany have studied many topics, including some unrelated to night-blooming flowers.
C) The 2018 study included 12 sites; however, its finding about night-blooming flowers was the opposite of what the notes report.
D) A 2018 study of night-blooming flowers across 12 sites found that flowers produced stronger scents when their primary moth pollinators were active.",D,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",67,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q24,Mock A,Harder,0.079,0.307,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q25,sat_mock_exam_1,Reading and Writing,M2,Harder,25,52,Hard,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2019 study in sociology examined public chess tables.
• The study included 15 sites.
• It found that parks with permanent tables attracted longer intergenerational visits.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) A 2019 study of public chess tables across 15 sites found that parks with permanent tables attracted longer intergenerational visits.
B) In 2019, researchers conducted a study, but the number of sites is not known.
C) Researchers in sociology have studied many topics, including some unrelated to public chess tables.
D) The 2019 study included 15 sites; however, its finding about public chess tables was the opposite of what the notes report.",A,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",65,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q25,Mock A,Harder,0.081,0.311,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q26,sat_mock_exam_1,Reading and Writing,M2,Harder,26,53,Hard,Multiple Choice,"The northern site receives more annual rainfall. ______, its shallow soil dries faster than the deeper soil at the southern site. Which choice completes the text with the most logical transition?
A) Therefore
B) Nevertheless
C) Similarly
D) In other words",B,,Expression of Ideas,Transitions,根据逻辑关系选择过渡词,Nevertheless signals an unexpected contrast.,The distractors signal a different logical relationship from the one between the two sentences.,31,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q26,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q27,sat_mock_exam_1,Reading and Writing,M2,Harder,27,54,Hard,Multiple Choice,"The membrane blocks large particles. ______, it allows dissolved salts to pass through. Which choice completes the text with the most logical transition?
A) Consequently
B) For example
C) At the same time
D) Instead",C,,Expression of Ideas,Transitions,根据逻辑关系选择过渡词,At the same time links simultaneous contrasting properties.,The distractors signal a different logical relationship from the one between the two sentences.,23,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q27,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q01,sat_mock_exam_1,Math,M1,Common,1,55,Easy,Multiple Choice,"2x + 4 = 10
What is the value of x?
A) 3
B) 2
C) 4
D) 6",A,,Algebra,Linear Equations in One Variable,解一元一次方程和线性情境模型,Subtracting 4 and dividing by 2 gives x = 3.,"The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q01,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q02,sat_mock_exam_1,Math,M1,Common,2,56,Easy,Multiple Choice,"x² + x - 6 = 0
What is the positive solution to the equation?
A) -3
B) 2
C) 3
D) 1",B,,Advanced Math,Nonlinear Equations in One Variable,求解二次及其他非线性方程,"The quadratic factors as (x - 2)(x + 3) = 0, so the positive solution is 2.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q02,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q03,sat_mock_exam_1,Math,M1,Common,3,57,Easy,Multiple Choice,"The figure shows triangle ABC. What is the value of x?
A) 48
B) 67
C) 65
D) 132",C,https://img.justsolvely.com/followUpImage/c4821731-7833-4e22-8575-339a3a740e49-1786419918395-220.webp,Geometry and Trigonometry,"Lines, Angles, and Triangles",角度关系、相似与全等,The angle measures in a triangle sum to 180°. Thus x = 180 − 48 − 67 = 65.,The distractors use a labeled angle directly or subtract only one labeled angle from 180°.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q03,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
